review_score,review_comment_message,Avaliação,Tempo_de_Resposta
5,chegou rapidinho!!!!,Positiva,116.71861111111112
1,"Demora, produto nao entregue!",Negativa,15.439166666666667
5,,Positiva,24.80027777777778
5,,Positiva,29.166944444444443
5,,Positiva,65.33666666666667
4,O produto chegou no prazo e em perfeitas condições!,Positiva,25.766944444444444
5,,Positiva,70.47472222222223
5,"Produto excelente para jogar no PS2.
Consta que serve também para PS3 e PC, vou testar.",Positiva,34.321666666666665
5,Produto chegou no prazo da entrega sem nenhum detalhe.,Positiva,32.81333333333333
4,Material de otima qualidade!,Positiva,108.15
4,,Positiva,15.401666666666667
5,,Positiva,58.3975
5,Entre super rápida!,Positiva,93.07833333333333
5,entregue bem embalado,Positiva,23.724444444444444
5,,Positiva,33.76166666666666
5,,Positiva,38.486666666666665
4,,Positiva,66.79916666666666
5,excelente,Positiva,63.18527777777778
1,"Dois dias após o prazo, um mês após a compra e nada do produto chegar!! Frete caro e ineficiente!!",Negativa,13.27361111111111
5,,Positiva,21.341666666666665
5,,Positiva,112.19194444444445
5,Tudo conforme combinado.,Positiva,69.60944444444445
5,,Positiva,18.816944444444445
5,,Positiva,85.55527777777777
5,,Positiva,38.19611111111111
1,"Recebi o produto com cx aberta , sem lacre, sem nota fiscal, sem pedido de compra e com remetente diferente do anuncio. Quero devolucao do dinheiro. Descontentamento",Negativa,34.23972222222222
4,"Recomendo , é um bons relógio, mas tinha q ter como desativar o segundo tempo, e no manual tinha q vim explicado pra q serve a função TR, fora isso eu recomendo, foi entregue bem antes do prazo",Positiva,16.607222222222223
5,,Positiva,25.993333333333332
5,Produto de ótima qualidade.,Positiva,22.955833333333334
4,,Positiva,21.036944444444444
5,"A entrega foi realizada corretamente, dentro do combinado. O produto veio perfeito e em condições de uso.",Positiva,41.56444444444445
2,Foi entregue uma quantidade do produto. Sendo que pedi duas quantidades ,Negativa,37.87138888888889
5,Estou satisfeita com produto.,Positiva,20.2625
5,,Positiva,72.63916666666667
4,,Positiva,36.821666666666665
5,,Positiva,35.956944444444446
5,"Ótimo vendedor, ótimo produto chegou no prazo certo eu recomendo",Positiva,34.44444444444444
5,,Positiva,34.394444444444446
5,,Positiva,28.591666666666665
5,,Positiva,37.14888888888889
5,,Positiva,301.0836111111111
4,O prazo de entrega podia ser menor!,Positiva,72.35861111111112
5,,Positiva,69.98666666666666
5,,Positiva,14.095277777777778
5,,Positiva,72.26027777777777
5,"cEGOU ANTES DO PRAZO, MUITO BOM !!!!",Positiva,47.4275
4,,Positiva,105.74333333333334
5,Muito Bom! Gostei Bastante! Tecido Ótimo! Atendeu Minhas Espectativas! 👏👏👏 Super Recomendo! 👍,Positiva,25.538333333333334
5,,Positiva,11.535
5,Produto adequado as minhas necessidades,Positiva,13.0025
5,,Positiva,34.783055555555556
5,,Positiva,25.118055555555557
4,recomendo,Positiva,93.53305555555555
5,Loja confiável ,Positiva,68.65638888888888
2,,Negativa,131.6147222222222
5,,Positiva,75.56111111111112
5,"Produto de excelente qualidade, vendedores responsáveis, entrega no prazo... Super satisfeita.",Positiva,73.70388888888888
4,,Positiva,26.8625
5,,Positiva,22.58416666666667
5,"Primeira vez que compro pela loja virtual e não me arrependo.
Chegou no prazo.",Positiva,22.81111111111111
1,"Recebi uma escova de outra marca.
Não consigo resolver o problema.
Péssimos atendimentos das lojas lannister e parceira!!!",Negativa,88.69611111111111
5,,Positiva,84.62666666666667
5,"chegou tudo certo, recomendo.",Positiva,106.75888888888889
5,Ótimo,Positiva,93.86361111111111
5,Adorei,Positiva,34.82555555555555
5,Otima loja,Positiva,86.09166666666667
5,,Positiva,114.00805555555556
4,,Positiva,65.60444444444444
5,,Positiva,26.668055555555554
4,,Positiva,19.5425
5,,Positiva,21.309444444444445
5,,Positiva,72.78777777777778
5,"Adorei o produto, chegou antes do prazo",Positiva,24.003333333333334
5,,Positiva,70.49055555555556
4,Imagens na hora da compra são bem distantes do produto final,Positiva,97.86333333333333
4,Produto de qualidade. Entrega rápida. Recomendo,Positiva,18.471666666666668
5,,Positiva,22.636111111111113
5,Minha nota é 10,Positiva,83.7175
5,Tenha sempre esse atendimento ao cliente .,Positiva,23.511388888888888
5,Era o que eu estava esperando muito bonito e seu led é perfeito sem conta o som que é muito potente enfim perfeito,Positiva,39.69722222222222
5,O produto é conforme a foto . atendeu todas minhas expectativas. Super Indico ,Positiva,62.096666666666664
1,"O pedido não foi feito no dia 03/7, como consta neste formulário.
Até que o produto seja entregue, não tenho como recomendar a loja.
Há que aguardar.",Negativa,69.70833333333333
1,Gente ainda não recebi minha encomenda. Como fasso pra vocês enviarem de novo,Negativa,16.844444444444445
5,Agradeço muito! Amei chegou antes do prazo e perfeita ! Virei cliente! Super indico ! Obrigada,Positiva,75.32666666666667
4,O cheiro muito bom,Positiva,21.226111111111113
4,"Muito fácil e rápido. Tempo de entrega no menor prazo.. Mas, o produto é muito inferior. Obrigada.",Positiva,24.130555555555556
5,,Positiva,65.63138888888889
5,,Positiva,73.37
5,,Positiva,39.2925
5,,Positiva,22.31277777777778
5,,Positiva,21.002777777777776
5,,Positiva,82.95
5,Produto veio certo como vi na foto e chegou antes do prazo. Gostei bastante!!!,Positiva,36.289722222222224
5,Gosto muito de comprarias lannister,Positiva,93.73166666666667
5,"Ótimo, produto certinho, entregue dentro do prazo, tudo ok. ",Positiva,26.410555555555554
5,,Positiva,36.17472222222222
4,,Positiva,34.15138888888889
5,"Muito bonito, aparenta qualidade. Ainda não o apliquei, por isso não posso falar quanto a aderência do mesmo. Pelo custo beneficio RECOMENDO.",Positiva,35.89694444444444
4,,Positiva,33.57666666666667
5,MATERIAL MUITO BOM,Positiva,91.26722222222222
5,,Positiva,25.31388888888889
5,,Positiva,47.405833333333334
4,"Não dei nota 5 pq não veio na mesma embalagem. Veio embalagem branca proibido pra venda, mas por outro lado o preço estava bom",Positiva,69.80722222222222
5,,Positiva,40.1875
1,,Negativa,37.79138888888889
5,Ótima,Positiva,59.06166666666667
5,,Positiva,24.20916666666667
5,"muito bom produto e chegou perfeito
",Positiva,147.27416666666667
5,,Positiva,26.49138888888889
5,,Positiva,74.69694444444444
5,fantástico,Positiva,19.59138888888889
4,,Positiva,178.84583333333333
4,"Ao comprar 11 lixeiras, tive que pagar o frete individualmente, como se tivesse comprado apenas 1 lixeira. O stark poderia ter montado 1 caixa maior com as 11 lixeiras dentro que seria mais barato",Positiva,35.58083333333333
5,,Positiva,87.97
5,Ok,Positiva,33.4225
5,,Positiva,61.14416666666666
5,,Positiva,71.05472222222222
5,,Positiva,87.81666666666666
5,Tudo ok. Conforme o anúncio.,Positiva,68.91638888888889
5,,Positiva,25.06138888888889
5,Perfeito,Positiva,87.595
5,,Positiva,20.969444444444445
5,Os produtos chegaram certinho no prazo estou muito satisfeita muito obrigado vcs estão de parabéns,Positiva,25.379444444444445
5,"A entrega foi antes do prazo estipulado, e o produto foi entregue como descrito.",Positiva,22.940555555555555
5,,Positiva,83.19583333333334
2,recomendo a loa pois cumpriu o prazo certinho mas o produto é muito ruim...pessima qualidade.,Negativa,61.30305555555555
4,,Positiva,67.99972222222222
5,,Positiva,66.43722222222222
5,gostei da compra chegou antes do combinado ..recomendo...,Positiva,44.64972222222222
5,,Positiva,70.63888888888889
5,Recomendo rápida entrega,Positiva,24.197222222222223
4,Chegou dentro do prazo.,Positiva,37.799166666666665
5,,Positiva,17.18166666666667
5,,Positiva,41.66388888888889
4,,Positiva,109.80583333333334
5,,Positiva,41.736111111111114
5,,Positiva,25.72111111111111
4,,Positiva,19.08388888888889
5,,Positiva,122.095
5,"produto entregue antes do prazo,muito satisfeita.",Positiva,38.23388888888889
2,"Comprei a capinha, paguei o frete caro e quando recebo o produto não veio a cor na qual eu havia comprado. Decidi não devolver, pelo custo adicional e demora na entrega do produto correto.",Negativa,83.4738888888889
5,"Produto enviado com muito carinho e atenção !!!
Adorei.",Positiva,20.7975
4,,Positiva,19.65138888888889
4,,Positiva,58.83305555555555
1,"Recebi produto errado à uma semana. Aceitei mas o valor do produto entregue é menor. Pedi reembolso mas até agora nada, faz 9 dias já",Negativa,18.502222222222223
5,,Positiva,24.234166666666667
2,recebi 2 dos 3 produtos desejados ,Negativa,61.60722222222222
1,"Produto não foi entregue, entregaram somente um envelope vazio, sem nada, nem um papel dentro, um absurdo, puro golpe, caso de POLICIA.",Negativa,19.127777777777776
4,,Positiva,63.17388888888889
5,,Positiva,38.90416666666667
5,,Positiva,107.29861111111111
1,,Negativa,82.79777777777778
4,"Entrega rápida antes do prazo, objeto muito bom de acordo com o anuncio.",Positiva,37.014722222222225
5,,Positiva,25.485277777777778
5,,Positiva,80.65222222222222
5,,Positiva,13.939444444444444
5,,Positiva,38.76166666666666
5,,Positiva,75.80305555555556
5,"Gostei muito do meu produto só acho que
os panos poderiam ser maiores, mais está
Tudo certo....super recomendo este sitie,
entrega muito antes do prazo...com certeza irei comprar outras vezes.
",Positiva,35.915277777777774
5,Lojas de altamente de qualidade,Positiva,75.02222222222223
5,,Positiva,63.19638888888889
5,"Excelente produto.
",Positiva,67.43861111111111
5,,Positiva,60.791666666666664
5,,Positiva,19.773888888888887
5,,Positiva,69.04916666666666
5,,Positiva,65.8925
5,"Chegou muito rápido, fiquei na duvida por nao conhecer o produto , mas muito bom o produto ",Positiva,23.226111111111113
5,,Positiva,21.337222222222223
5,Super recomendo o produto e a loja!,Positiva,69.15777777777778
5,Produto muito bom entrega rápida ,Positiva,93.56055555555555
4,,Positiva,37.7325
5,,Positiva,36.43361111111111
5,"SATISFEITA COM PRODUTO, CUMPRE O OBJETIVO QUE É BOMBEAR ÁGUA, NO MEU CASO, PARA UMA FONTE DE ÁGUA. 
E LOJAS lannister SEMPRE ENTREGA ANTES DO PRAZO E PREÇO BOMMMMM",Positiva,33.65611111111111
5,"Recebi ante da data entrega, a americana está de parabéns, o tapete muito bom, cor bonita eu super recomendo...",Positiva,70.13083333333333
1,Recebi metade do material.,Negativa,21.376944444444444
5,,Positiva,52.37138888888889
5,Ainda não abri a embalagem porque vou dar de presente. Mas recebi antes mesmo do prazo.,Positiva,43.221944444444446
5,Otimo qualidade ,Positiva,20.160555555555554
4,,Positiva,74.45916666666666
4,Muito bem atendida chegou antes do prazo,Positiva,37.29944444444445
5,A única coisa q eu acho q as entregas poderiam ser mais rápidas n a cada 10 ou 15 dias e muito demorado ,Positiva,62.405833333333334
2,Nao consegui fazer contato com o fornecedor para solicitar a troca. Veio o modeo errado do relógio,Negativa,23.843888888888888
1,,Negativa,35.297777777777775
5,"Ótima empresa, entregou antes do prazo.
Vocês estão de parabéns.",Positiva,20.97972222222222
5,,Positiva,157.14944444444444
5,,Positiva,48.269444444444446
5,,Positiva,18.945
5,,Positiva,39.71527777777778
4,,Positiva,20.572222222222223
4,,Positiva,89.795
2,"Comprei um produto pra entregar na minha casa,paguei frete,e deixaram no correio pra retirar, não é certo,porq cobram frete então?",Negativa,79.73083333333334
5,"Qualidade e preço justo, com entrega em tempo recorde.",Positiva,35.61361111111111
5,Produto de ótima qualidade e entrega turbo!,Positiva,64.82722222222222
5,,Positiva,23.354166666666668
5,Recebi super rápido.,Positiva,23.154444444444444
5,"Entrega super rápida , recomendo o parceiro targaryen . NOTA 1000!!",Positiva,49.98138888888889
4,Material de boa qualidade e bonito..Só achei que fosse maior!!! ,Positiva,26.300555555555555
5,Produto enorme e confortavel.,Positiva,37.35444444444445
5,"Adorei o produto e chegou antes do q eu esperava...super recomendo
",Positiva,47.998333333333335
5,,Positiva,67.51166666666667
5,produto bom gostei muito!,Positiva,65.33444444444444
5,,Positiva,63.30083333333334
5,,Positiva,47.18666666666667
1,"O produto não foi entregue na minha casa
Tive q ir buscar na agência
Paguei 20 reais de frete é ainda assim não recebi em casa",Negativa,41.109722222222224
5,,Positiva,34.718333333333334
5,,Positiva,37.455
5,Muito bom,Positiva,110.24111111111111
4,"Alguns itens do produto como tampo de vidro e pés, deixaram a deixar devido a fragilidade do material",Positiva,59.37166666666667
2,Veio com defeitos ,Negativa,71.05611111111111
5,,Positiva,21.0625
4,,Positiva,69.71138888888889
5,,Positiva,23.201666666666668
5,,Positiva,50.69166666666667
5,,Positiva,72.75083333333333
4,,Positiva,35.113055555555555
5,,Positiva,105.76861111111111
1,"O tecido não era oq eu esperava, parece uma borracha, igual aos plásticos q forravamos as mesas em tempo do colégio. Abri apenas uma e a outra nem abri, por favor me façam a troca deste priduto",Negativa,67.34694444444445
5,,Positiva,19.629722222222224
5,,Positiva,21.511666666666667
5,,Positiva,36.14888888888889
5,Comprei na segunda-feira a tarde. Terça-feira foi feriado e na quarta-feira o produto chegou em minha casa. Parabéns pela rapidez.,Positiva,108.03611111111111
5,,Positiva,333.2925
1,O tamanho é pequeno e percebi depois que no anúncio não dá destaque as dimensões do produto. Deixa a desejar ,Negativa,18.175555555555555
5,"O produto chegou muito antes do prazo combinado e deforma segura. 
Fiquei muito satisfeito!!!",Positiva,17.546388888888888
5,Mada a declarar,Positiva,62.45722222222222
5,"Ainda não pude testar, mas chegou em tempo Record. ",Positiva,98.69166666666666
4,Entrega rápida e produto muito bacana!!!,Positiva,83.03
1,To esperando até agora nunca recebi nenhum relógio eu comprei não recomendado essa loja,Negativa,4.128055555555555
5,,Positiva,35.85638888888889
1,ESPERO NUNCA MAIS COMPRAR E TER QUE RESPONDER ESSE TIPO DE AVALIAÇÃO,Negativa,12.737777777777778
5,,Positiva,74.49083333333333
5,,Positiva,25.86
5,A entrega foi realizada antes mesmo do prazo estabelecido. Produto bem embalado e aprovado ,Positiva,50.005833333333335
1,Comprei com a voltagem 220 e veio 110v,Negativa,38.312777777777775
5,Entrega perfeita e bem antes da data prevista.,Positiva,68.64944444444444
5,"Adorei o produto, ainda não o coloquei no lugar para testar a fixação do adesivo mas espero que seja bom. Achei que seria um pouco maior, porém estou satisfeita. Chegou antes do prazo estipulado👏",Positiva,21.650833333333335
5,,Positiva,26.160555555555554
4,,Positiva,27.454722222222223
1,,Negativa,19.895833333333332
5,,Positiva,74.07333333333334
5,,Positiva,71.82944444444445
5,Tudo ok,Positiva,23.565
5,,Positiva,23.404166666666665
5,,Positiva,68.72527777777778
5,,Positiva,72.8675
5,,Positiva,26.93722222222222
5,,Positiva,19.38861111111111
5,,Positiva,41.549166666666665
5,,Positiva,9.470277777777778
5,,Positiva,20.18611111111111
4,,Positiva,83.47722222222222
4,,Positiva,25.06277777777778
4,,Positiva,21.966944444444444
1,"Produto mal feito, torto, com as soldas mal feitas.",Negativa,60.085
1,"
Comprei um produto que está com defeito e não consigo trocar da erro no site.",Negativa,67.87777777777778
4,,Positiva,44.55444444444444
4,,Positiva,84.76833333333333
5,Chegou em perfeito estado e antes do prazo previsto. Obrigada pela rapidez. ,Positiva,38.32388888888889
5,,Positiva,48.54416666666667
5,"Almofada linda, cor linda e grandona. Fiz uma excelente compra.",Positiva,11.71
4,,Positiva,18.57888888888889
4,,Positiva,66.7786111111111
5,Otimo,Positiva,34.56527777777778
5,,Positiva,72.4738888888889
5,,Positiva,23.907222222222224
5,ÓTIMOS PARCEIROS! PARABÉNS!!!,Positiva,16.43722222222222
5,,Positiva,37.18638888888889
5,rapido e pratico da compra ,Positiva,38.687222222222225
1,no site dizia que chegaria até 13/03 e ainda não chegou!,Negativa,11.126388888888888
5,,Positiva,57.4375
5,,Positiva,26.23777777777778
4,,Positiva,19.5025
1,"Não realiza o que promete, depois de instalado fica vazando pelo cartucho, mesmo seguindo as instruções, não vale a pena, dinheiro jogado fora.",Negativa,24.856944444444444
4,,Positiva,75.34944444444444
2,A entrega está atrasada e sem previsão de quando vai chegar,Negativa,41.535
4,,Positiva,35.08638888888889
1,,Negativa,67.60666666666667
5,,Positiva,139.43444444444444
1,AINDA NAO RECEBI MINHA MAQUINA DE SOLDA,Negativa,11.506944444444445
5,,Positiva,59.86
5,,Positiva,25.8725
5,,Positiva,119.45916666666666
5,,Positiva,86.7625
5,Uma loja super perfeita que compre com seus o que fala pra seu cliente chega a te mesmo ante do prazo ,Positiva,33.95027777777778
1,"Sempre comprei e não tiver problema, porém dessa vem sim meus produtos não chegou até agora ",Negativa,9.266111111111112
5,,Positiva,68.77555555555556
5,"Tudo dentro do esperado, a não ser o correio que trouxe a embalagem parecendo estar atropelado por um trem, tive de pessar os tres produtos pra ver se tinha perda, pois estava vazando.",Positiva,38.73361111111111
5,,Positiva,20.172777777777778
4,,Positiva,203.61916666666667
5,"Muito eficiente a entrega, com produto de qualidade.👍",Positiva,16.066944444444445
5,,Positiva,64.2225
5,,Positiva,38.34861111111111
5,,Positiva,23.125833333333333
5,"Tudo certinho, obrigada.",Positiva,108.20777777777778
4,,Positiva,19.80472222222222
4,,Positiva,63.343333333333334
5,,Positiva,67.03194444444445
5,,Positiva,154.7588888888889
5,,Positiva,13.946388888888889
5,,Positiva,138.79638888888888
5,Fiquei muito satisfeita,Positiva,18.7825
5,,Positiva,20.813055555555554
5,,Positiva,16.67111111111111
5,,Positiva,85.23583333333333
5,"Atendimento nota 10. Produto de muita qualidade e prazo de entrega respeitado, aliás chegou muito antes do tempo dado inicialmente! Parabéns.",Positiva,83.38055555555556
5,Produto excelente. Recomendo.,Positiva,72.03333333333333
5,,Positiva,21.183333333333334
5,,Positiva,116.84861111111111
5,Produto maravilhoso...recomendo,Positiva,39.834722222222226
5,Recomendo,Positiva,27.684166666666666
5,,Positiva,44.13166666666667
4,,Positiva,17.558888888888887
5,Muito bom....,Positiva,163.5036111111111
1,"Data prevista para entrega 17/5, estamos com urgência desse produto e nada. ",Negativa,1235.3502777777778
5,,Positiva,37.00416666666667
5,,Positiva,84.51027777777777
5,O produto é muito bom ,Positiva,66.46138888888889
1,Não recebi até agora a mercadoria. ,Negativa,14.033333333333333
4,Loja entregou antes do esperado,Positiva,91.09138888888889
4,,Positiva,35.85527777777778
5,,Positiva,36.48444444444444
5,,Positiva,39.52527777777778
5,,Positiva,75.38138888888889
5,,Positiva,143.56944444444446
5,,Positiva,67.5838888888889
4,,Positiva,69.77472222222222
5,Adoro comprar na loja ,Positiva,35.03277777777778
4,,Positiva,35.240833333333335
4,Dentro do Prazo e em perfeito estado!! Gostei!!!,Positiva,40.134166666666665
5,,Positiva,131.86083333333335
4,,Positiva,15.573611111111111
5,,Positiva,25.656388888888888
5,,Positiva,62.19861111111111
4,"LOJA CONFIAVEL, MAS AINDA NÃO RECEBI O PRODUTO",Positiva,42.946666666666665
5,A compra foi feita e entregue no prazo. Recomendo a loja e o site da lannister.,Positiva,15.426666666666666
1,"preciso receber esse produto , deve ter sido entregue a outra pessoa",Negativa,37.8125
5,Muito bom,Positiva,46.06305555555556
1,,Negativa,13.513055555555555
5,,Positiva,217.7913888888889
5,,Positiva,145.13611111111112
5,Recomendo,Positiva,154.89027777777778
5,,Positiva,23.413333333333334
5,Linda mochila e entrega rápida ,Positiva,33.96388888888889
4,,Positiva,23.411666666666665
5,Recomendo a compra!,Positiva,85.69166666666666
4,,Positiva,70.42833333333333
4,,Positiva,24.95277777777778
5,muito bom,Positiva,25.274722222222223
5,,Positiva,95.76194444444444
5,,Positiva,168.21166666666667
5,,Positiva,19.121388888888887
5,Satisfeito,Positiva,27.662777777777777
1,Não cumpriu o prazo de entrega. Já se passaram dois dias do combinado.,Negativa,9.704166666666667
5,,Positiva,97.56611111111111
4,,Positiva,80.555
4,,Positiva,19.674722222222222
4,,Positiva,21.53611111111111
4,Recomendo o produto,Positiva,43.05444444444444
5,,Positiva,119.38777777777777
4,,Positiva,70.12777777777778
5,,Positiva,24.974722222222223
5,,Positiva,47.08833333333333
5,garrafa e linda y ven 6copinhos valeu pena chegou antes do prazo previsto ame super recomendo,Positiva,35.06444444444445
5,O produto é ótimo meu sobrinho adorou. Todas as ferramentas são funcionais e a bancada da altura certa . Vale a pena.,Positiva,73.1036111111111
5,,Positiva,25.04
5,,Positiva,20.855
5,"A empresa prestou ótima assistência, o produto chegou em ótimo estado. ",Positiva,63.34388888888889
4,"Somente um adentro o terminal do carregador não é compatível com as tomadas de uso atualmente, sendo necessário um adaptador. Solicito que encaminhe um conector compatível. 
Abraços ",Positiva,65.29638888888888
5,,Positiva,19.628055555555555
5,,Positiva,66.19083333333333
5,,Positiva,80.5261111111111
1,. O produto nao vem na embalagem origiaal e simplismente foi colocado uma gota de uma base qualquer em um tubinho de plastico que nao é a original simplesmente anuncio verdadeiramente enganacao.,Negativa,20.836111111111112
1,"A compra foi feita em 30/06/17 e previsão de entrega era 13/07/17. Estamos no dia 17/07/17 e até agora nada.
Esquema de entrega dessa loja é um fracasso.",Negativa,71.56305555555555
5,,Positiva,10.85361111111111
5,,Positiva,85.2461111111111
5,Chegou muito rápido .,Positiva,69.73777777777778
5,,Positiva,25.317777777777778
5,,Positiva,23.985833333333332
5,,Positiva,22.21638888888889
1,"Minha avaliação ta sendo esta pq aqui aparece q recebi o produto e ainda não chegou em casa.Por favor, queria saber o q está acontecendo ???
Atenciosamente, 
Juliana",Negativa,21.009444444444444
1,Material inferior ao que demonstrava na imagem. ,Negativa,469.3797222222222
5,,Positiva,61.665277777777774
5,,Positiva,22.182777777777776
1,Comprei uma coisa e me entregaram outra e não consigo fazer a troca e não consigo falar com a central !,Negativa,92.26833333333333
5,Parabéns a está empresa então site lannister.com.br obrigado,Positiva,83.675
4,Gostei muito do produto. ,Positiva,23.17972222222222
4,,Positiva,73.14444444444445
5,chegou correto e antes do prazo,Positiva,30.550555555555555
2,,Negativa,18.26222222222222
5,,Positiva,24.6425
4,,Positiva,24.20861111111111
4,Ótimo produto e prazo de entrega.,Positiva,43.50277777777778
5,,Positiva,21.425833333333333
2,Apenas a caixa do produto veio avariada.,Negativa,19.515
5,"sempre compro pela baratheon e recomendo, ótimos produtos e entrega rapida",Positiva,39.41694444444445
1,Mais de mês que comprei e não tive nenhum retorno. ,Negativa,8.890555555555556
5,,Positiva,18.229166666666668
5,Muito boa reforçada! Como de costume chegou bem antes do previsto!Muito satisfeita!,Positiva,217.65777777777777
4,,Positiva,50.03111111111111
4,"Comprei o produto no dia seguinte recebi um e-mail do stark dizendo para eu tentar novamente com outro cartão , fiz a compra e a compra saiu em duplicata pedi o cancelamento desse.",Positiva,58.67916666666667
4,Entrega sempre rápida e certa.,Positiva,43.48722222222222
4,Produto entregue dentro do prazo.,Positiva,34.47083333333333
4,,Positiva,17.525833333333335
5,"Durante o transporte o correio informou que o produto havia se perdido, mandei um e-mail para a empresa e não me deram resposta, mas, o produto chegou na minha residência depois de alguns dias.",Positiva,37.29
5,celular muito bom gostei bem rápido e super leve eu recomendo. ,Positiva,74.92666666666666
4,,Positiva,166.69472222222223
5,,Positiva,40.84916666666667
5,Parabéns pela presteza no atendimento,Positiva,35.870555555555555
5,"bom produto, entrega no prazo",Positiva,25.658055555555556
1,A tampa ficou pequena e não cobriu todo o cooktoop,Negativa,110.46277777777777
5,,Positiva,34.74111111111111
1,,Negativa,34.60583333333334
1,A,Negativa,140.14083333333335
5,,Positiva,89.9475
5,bom,Positiva,16.73027777777778
5,,Positiva,106.3163888888889
5,,Positiva,266.48305555555555
5,produto de otima qualidade chegou rapido,Positiva,40.36527777777778
5,,Positiva,61.64138888888889
2,Apesar da demora na entrega. No mais foi tudo bem.,Negativa,383.6427777777778
5,,Positiva,22.75722222222222
1,"Produto na propaganda e um do que chegou e outro 
",Negativa,37.36
5,,Positiva,41.36638888888889
5,,Positiva,13.803333333333333
4,,Positiva,25.04611111111111
5,,Positiva,34.31138888888889
1,"Cartucho HP 60 colorido não funciona, impressora não reconhece como HP. Solicito instruções para devolução do produto e do dinheiro já pago..No Reclame Aqui tem varias queixas de produtos da targaryen .",Negativa,85.46527777777777
5,,Positiva,20.283055555555556
1,Não recebi o produto e por isso sem condições de avaliação.,Negativa,25.939444444444444
5,Material entregue no prazo .,Positiva,17.7925
4,,Positiva,68.3463888888889
4,,Positiva,24.073333333333334
5,,Positiva,97.25555555555556
2,Eu pedi dois kit e só chegou apenas um o outro não chegou ,Negativa,12.79138888888889
5,"Ainda não o testei, mas chegou antes do prazo previsto.",Positiva,135.45388888888888
5,"Foi excelente entregou o produto antes do prazo determinado, ",Positiva,69.16361111111111
1,"Não foi entregue a chupeta, veio apenas o Esterilizador a Vapor para Microondas - Philips Avent.",Negativa,84.73638888888888
4,Lindo o kit. Entrega rápida. RECOMENDO ,Positiva,26.93611111111111
5,,Positiva,67.03972222222222
5,Já instalei e já está funcionando perfeitamente!,Positiva,90.21694444444445
4,,Positiva,354.5316666666667
5,,Positiva,70.86583333333333
5,,Positiva,33.57666666666667
1,"Indo para 2 meses da compra e até agora nada do produto. Simplesmente péssimo, não recomendo. ",Negativa,12.587222222222222
4,,Positiva,21.073611111111113
5,,Positiva,37.21111111111111
5,"adorei o produto, muito bom",Positiva,83.79833333333333
4,bom,Positiva,60.96222222222222
4,,Positiva,60.83083333333333
4,"Pedido entregue antes do prazo, voltarei a comprar nessa loja",Positiva,23.020833333333332
4,chegou dentro do prazo e produto de ótima qualidade,Positiva,14.299722222222222
5,,Positiva,23.614166666666666
5,,Positiva,90.945
5,Meu produto chegou correto..,Positiva,23.31888888888889
5,,Positiva,2928.185
5,"Amei o produto ,é lindo muito bem feito..chegou bem rápido.",Positiva,73.19805555555556
5,,Positiva,139.64416666666668
5,,Positiva,24.363888888888887
4,,Positiva,140.0375
5,Ok,Positiva,25.148333333333333
5,,Positiva,24.685277777777777
1,o cabo não funcionou em nenhum dos meus dispositivos mesmo confirmando a compatibilidae,Negativa,27.672777777777778
5,Recomendo a loja por sua rapidez e eficiência.,Positiva,35.49444444444445
5,,Positiva,27.073611111111113
4,Otima,Positiva,23.12361111111111
4,,Positiva,26.064444444444444
4,É um bom fornecedor. Nada a reclamar.,Positiva,68.10416666666667
5,,Positiva,24.0775
5,Produto recomendável ,Positiva,25.354444444444443
4,Recebi o produto em bom estado e antes do esperado.,Positiva,71.48194444444445
5,,Positiva,24.998055555555556
5,Adorei,Positiva,15.745833333333334
5,Ótimo,Positiva,17.100833333333334
5,"Atendimento perfeito, dando garantia ao cliente.",Positiva,41.12555555555556
5,O produto chegou dentro do prazo.,Positiva,20.17888888888889
5,"Tudo certíssimo!
Objeto certo, no tempo previsto e com preço adequado!",Positiva,267.145
5,,Positiva,179.7086111111111
5,,Positiva,42.382222222222225
1,"comprei três cabos USB,macho e femea,cada um com 5m. Dois vieram com defeitos ,o windows não o reconhece.",Negativa,23.892777777777777
4,gostei do produto ,Positiva,25.674444444444443
5,"trata-se de empresa renomada, portanto, isso é uma das virtudes desta empresa pelo grau de confiabilidade e honestidade. Recomendo a todos que interessarem que podem fazer compras através desse site.",Positiva,36.419444444444444
5,"Recebi em tempo recorde, previsão de entrega era 21/12 e chegou no dia 07/12.",Positiva,34.8475
5,,Positiva,48.545833333333334
4,,Positiva,26.06972222222222
5,,Positiva,66.79666666666667
5,bom atendimento bom retorno bom serviço,Positiva,795.4508333333333
5,Muito bom aparelho e ótima entrega!,Positiva,16.183888888888887
1,o produto nao poder ser avaliado ainda nao recebi,Negativa,10.316666666666666
5,Bom produto a minha princesa aprovou ??🐕,Positiva,27.5825
5,,Positiva,19.115833333333335
5,Amo comprar nas lojas lannister. parabéns estou satisfeita obrigada por tudo bjks ficam com Deus 💋💋💕💕💞????,Positiva,72.0363888888889
5,,Positiva,35.14555555555555
5,Entregue antes do prazo ,Positiva,42.33444444444444
5,,Positiva,66.8775
4,,Positiva,86.45416666666667
4,,Positiva,33.6675
5,foda,Positiva,26.840833333333332
5,"chegou super rapio...o produto eh excelente, vou comprar mais 3 pra dar de presentes.",Positiva,133.15055555555554
5,,Positiva,24.950277777777778
5,,Positiva,46.279444444444444
5,,Positiva,41.20944444444444
